interval_start,order_count,total_revenue,avg_prep_time,avg_delivery_time,avg_total_time,avg_wait_time,avg_rating,total_items,hour,day_of_week,day_of_month,week_of_year,month,is_weekend,time_of_day,is_lunch_peak,is_dinner_peak,is_peak_hour,hour_sin,hour_cos,day_sin,day_cos,population,median_income,median_age,poverty_rate,white_pct,hispanic_pct,black_pct,population_density,urbanicity,income_normalized,age_normalized,population_normalized,weather_condition,temperature_c,weather_Clear,weather_Cloudy,weather_Rain,weather_Snow,temp_category,temp_very_cold,temp_cold,temp_mild,temp_warm,is_holiday,holiday_name,order_count_lag_1,order_count_lag_2,order_count_lag_3,order_count_lag_6,order_count_lag_12,order_count_lag_24,order_count_lag_48,order_count_rolling_mean_3,order_count_rolling_std_3,order_count_rolling_max_3,order_count_rolling_mean_6,order_count_rolling_std_6,order_count_rolling_max_6,order_count_rolling_mean_12,order_count_rolling_std_12,order_count_rolling_max_12,order_count_rolling_mean_24,order_count_rolling_std_24,order_count_rolling_max_24
2025-08-02 22:30:00,1.0,14.99,26.0,15.0,39.82,0.0,5.0,1.0,22,5,2,31,8,1,dinner,0,0,0,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,21124,141179,32.5,5.2,64.5,14.4,8.0,high,urban,1.41179,0.325,0.42248,Clear,28.0,True,False,False,False,warm,False,False,False,True,0,,3.0,1.0,3.0,0.0,2.0,2.0,3.0,2.3333333333333335,1.1547005383792515,3.0,1.8333333333333333,1.3291601358251257,3.0,2.0,1.477097891751993,5.0,1.75,1.3593476696403024,5.0
2025-08-03 11:00:00,3.0,24.46,12.0,25.666666666666668,41.94,4.273333333333333,5.0,4.0,11,6,3,31,8,1,morning,1,0,1,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,21124,141179,32.5,5.2,64.5,14.4,8.0,high,urban,1.41179,0.325,0.42248,Clear,28.0,True,False,False,False,warm,False,False,False,True,0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-03 11:30:00,1.0,28.97,21.0,30.0,51.1,0.1,3.0,3.0,11,6,3,31,8,1,morning,1,0,1,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,21124,141179,32.5,5.2,64.5,14.4,8.0,high,urban,1.41179,0.325,0.42248,Clear,28.0,True,False,False,False,warm,False,False,False,True,0,,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.7320508075688765,3.0,0.5,1.2247448713915885,3.0,0.25,0.8660254037844386,3.0,0.125,0.6123724356957946,3.0
2025-08-03 12:00:00,5.0,80.41,17.0,24.6,50.31,8.709999999999999,4.6,9.0,12,6,3,31,8,1,lunch,1,0,1,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,21124,141179,32.5,5.2,64.5,14.4,8.0,high,urban,1.41179,0.325,0.42248,Clear,28.0,True,False,False,False,warm,False,False,False,True,0,,1.0,3.0,0.0,0.0,0.0,0.0,3.0,1.3333333333333333,1.527525231651946,3.0,0.6666666666666666,1.2110601416389961,3.0,0.3333333333333333,0.8876253645985944,3.0,0.16666666666666666,0.6370220572706061,3.0
2025-08-03 12:30:00,1.0,9.99,19.0,21.0,46.47,6.47,4.0,1.0,12,6,3,31,8,1,lunch,1,0,1,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,21124,141179,32.5,5.2,64.5,14.4,8.0,high,urban,1.41179,0.325,0.42248,Clear,28.0,True,False,False,False,warm,False,False,False,True,0,,5.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0000000000000004,5.0,1.5,2.073644135332772,5.0,0.75,1.6025547785276542,5.0,0.375,1.1726039399558574,5.0
2025-08-03 13:00:00,3.0,38.97,20.0,31.0,56.446666666666665,5.446666666666666,4.333333333333333,3.0,13,6,3,31,8,1,lunch,1,0,1,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,21124,141179,32.5,5.2,64.5,14.4,8.0,high,urban,1.41179,0.325,0.42248,Clear,28.0,True,False,False,False,warm,False,False,False,True,0,,1.0,5.0,1.0,0.0,0.0,0.0,1.0,2.3333333333333335,2.3094010767585034,5.0,1.6666666666666667,1.9663841605003498,5.0,0.8333333333333334,1.5859229221975182,5.0,0.4166666666666667,1.1764599317505433,5.0
2025-08-03 13:30:00,3.0,64.94,17.333333333333332,31.0,59.92666666666667,11.593333333333334,5.0,6.0,13,6,3,31,8,1,lunch,1,0,1,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,21124,141179,32.5,5.2,64.5,14.4,8.0,high,urban,1.41179,0.325,0.42248,Clear,28.0,True,False,False,False,warm,False,False,False,True,0,,3.0,1.0,5.0,0.0,0.0,0.0,4.0,3.0,2.0000000000000004,5.0,2.1666666666666665,1.8348478592697177,5.0,1.0833333333333333,1.6764862244009227,5.0,0.5416666666666666,1.2846642825425558,5.0
2025-08-03 14:00:00,4.0,80.92,21.25,26.5,53.9275,6.904999999999999,5.0,8.0,14,6,3,31,8,1,lunch,0,0,0,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,21124,141179,32.5,5.2,64.5,14.4,8.0,high,urban,1.41179,0.325,0.42248,Clear,28.0,True,False,False,False,warm,False,False,False,True,0,,3.0,3.0,1.0,3.0,0.0,0.0,1.0,2.3333333333333335,1.1547005383792517,3.0,2.6666666666666665,1.5055453054181618,5.0,1.3333333333333333,1.7232808737106584,5.0,0.6666666666666666,1.3726099121798927,5.0
2025-08-03 14:30:00,1.0,27.97,18.0,29.0,48.23,1.23,4.0,3.0,14,6,3,31,8,1,lunch,0,0,0,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,21124,141179,32.5,5.2,64.5,14.4,8.0,high,urban,1.41179,0.325,0.42248,Clear,28.0,True,False,False,False,warm,False,False,False,True,0,,4.0,3.0,3.0,1.0,0.0,0.0,1.0,3.3333333333333335,0.5773502691896268,4.0,2.8333333333333335,1.6020819787597218,5.0,1.6666666666666667,1.825741858350554,5.0,0.8333333333333334,1.5227739752537621,5.0
2025-08-03 15:30:00,2.0,17.47,11.5,36.0,59.71,12.21,5.0,3.0,15,6,3,31,8,1,afternoon,0,0,0,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,21124,141179,32.5,5.2,64.5,14.4,8.0,high,urban,1.41179,0.325,0.42248,Clear,28.0,True,False,False,False,warm,False,False,False,True,0,,0.0,1.0,4.0,1.0,0.0,0.0,1.0,1.6666666666666667,2.081665999466133,4.0,2.0,1.5491933384829661,4.0,1.75,1.7645499039801522,5.0,0.875,1.5126280039259057,5.0
2025-08-03 16:30:00,1.0,27.98,23.0,16.0,47.85,8.85,4.0,2.0,16,6,3,31,8,1,afternoon,0,0,0,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,21124,141179,32.5,5.2,64.5,14.4,8.0,high,urban,1.41179,0.325,0.42248,Clear,28.0,True,False,False,False,warm,False,False,False,True,0,,0.0,2.0,0.0,3.0,0.0,0.0,2.0,0.6666666666666666,1.1547005383792515,2.0,1.6666666666666667,1.6329931618554514,4.0,1.9166666666666667,1.6764862244009229,5.0,0.9583333333333334,1.5174110293140939,5.0
2025-08-03 17:30:00,1.0,14.99,26.0,35.0,62.73,1.73,4.0,1.0,17,6,3,31,8,1,afternoon,0,0,0,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,21124,141179,32.5,5.2,64.5,14.4,8.0,high,urban,1.41179,0.325,0.42248,Clear,28.0,True,False,False,False,warm,False,False,False,True,0,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.5773502691896257,1.0,0.6666666666666666,0.8164965809277236,2.0,1.75,1.6583123951777001,5.0,1.0,1.5036188231122245,5.0
2025-08-03 18:00:00,4.0,34.96,14.25,30.75,52.27,7.27,4.0,4.0,18,6,3,31,8,1,afternoon,0,1,1,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,21124,141179,32.5,5.2,64.5,14.4,8.0,high,urban,1.41179,0.325,0.42248,Clear,28.0,True,False,False,False,warm,False,False,False,True,0,,1.0,0.0,1.0,0.0,5.0,0.0,2.0,0.6666666666666666,0.5773502691896258,1.0,0.6666666666666666,0.8164965809277236,2.0,1.75,1.6583123951777001,5.0,1.0416666666666667,1.4884823513044847,5.0
2025-08-03 18:30:00,5.0,85.93,19.8,26.2,55.738,9.738,4.4,7.0,18,6,3,31,8,1,afternoon,0,1,1,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,21124,141179,32.5,5.2,64.5,14.4,8.0,high,urban,1.41179,0.325,0.42248,Clear,28.0,True,False,False,False,warm,False,False,False,True,0,,4.0,1.0,0.0,2.0,1.0,0.0,5.0,1.6666666666666667,2.0816659994661326,4.0,1.3333333333333333,1.5055453054181611,4.0,1.6666666666666667,1.4974726182552531,4.0,1.2083333333333333,1.587427962533067,5.0
2025-08-03 19:00:00,3.0,38.96,14.0,24.666666666666668,50.11000000000001,11.443333333333333,5.0,4.0,19,6,3,31,8,1,dinner,0,1,1,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,21124,141179,32.5,5.2,64.5,14.4,8.0,high,urban,1.41179,0.325,0.42248,Clear,28.0,True,False,False,False,warm,False,False,False,True,0,,5.0,4.0,1.0,0.0,3.0,0.0,3.0,3.3333333333333335,2.0816659994661326,5.0,1.8333333333333333,2.1369760566432805,5.0,2.0,1.7580981459830654,5.0,1.4166666666666667,1.7424786610050556,5.0
2025-08-03 19:30:00,2.0,28.97,17.5,26.5,45.09,2.145,5.0,3.0,19,6,3,31,8,1,dinner,0,1,1,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,21124,141179,32.5,5.2,64.5,14.4,8.0,high,urban,1.41179,0.325,0.42248,Clear,28.0,True,False,False,False,warm,False,False,False,True,0,,3.0,5.0,4.0,1.0,3.0,0.0,0.0,4.0,0.9999999999999991,5.0,2.3333333333333335,1.9663841605003496,5.0,2.0,1.7580981459830654,5.0,1.5416666666666667,1.7440374613713625,5.0
2025-08-03 20:00:00,3.0,31.97,16.333333333333332,31.666666666666668,56.346666666666664,8.346666666666666,4.0,3.0,20,6,3,31,8,1,dinner,0,1,1,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,21124,141179,32.5,5.2,64.5,14.4,8.0,high,urban,1.41179,0.325,0.42248,Clear,28.0,True,False,False,False,warm,False,False,False,True,0,,2.0,3.0,5.0,0.0,4.0,0.0,1.0,3.3333333333333335,1.527525231651946,5.0,2.5,1.8708286933869704,5.0,1.9166666666666667,1.7298624923456325,5.0,1.625,1.7147062113681013,5.0
2025-08-03 20:30:00,3.0,34.46,15.0,36.0,54.06,3.06,4.0,4.0,20,6,3,31,8,1,dinner,0,1,1,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,21124,141179,32.5,5.2,64.5,14.4,8.0,high,urban,1.41179,0.325,0.42248,Clear,28.0,True,False,False,False,warm,False,False,False,True,0,,3.0,2.0,3.0,1.0,1.0,0.0,3.0,2.6666666666666665,0.5773502691896246,3.0,3.0,1.4142135623730951,5.0,1.8333333333333333,1.6422453217986945,5.0,1.75,1.7003835884370582,5.0
2025-08-03 21:00:00,1.0,10.99,15.0,43.0,59.25,1.25,4.0,1.0,21,6,3,31,8,1,dinner,0,0,0,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,21124,141179,32.5,5.2,64.5,14.4,8.0,high,urban,1.41179,0.325,0.42248,Clear,28.0,True,False,False,False,warm,False,False,False,True,0,,3.0,3.0,2.0,4.0,0.0,0.0,3.0,2.6666666666666665,0.5773502691896246,3.0,3.3333333333333335,1.0327955589886448,5.0,2.0,1.6514456476895412,5.0,1.875,1.6762406177800524,5.0
2025-08-03 21:30:00,2.0,41.96,20.0,36.5,62.754999999999995,6.255,4.5,4.0,21,6,3,31,8,1,dinner,0,0,0,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,21124,141179,32.5,5.2,64.5,14.4,8.0,high,urban,1.41179,0.325,0.42248,Clear,28.0,True,False,False,False,warm,False,False,False,True,0,,1.0,3.0,3.0,5.0,2.0,0.0,1.0,2.3333333333333335,1.154700538379251,3.0,2.8333333333333335,1.3291601358251257,5.0,2.0833333333333335,1.56427928995103,5.0,1.9166666666666667,1.6396358733271996,5.0
2025-08-04 10:00:00,2.0,34.97,22.5,30.0,52.435,2.07,4.5,3.0,10,0,4,32,8,0,morning,0,0,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,21124,141179,32.5,5.2,64.5,14.4,8.0,high,urban,1.41179,0.325,0.42248,Clear,28.0,True,False,False,False,warm,False,False,False,True,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-04 10:30:00,2.0,21.98,19.5,20.5,42.825,3.68,4.5,2.0,10,0,4,32,8,0,morning,0,0,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,21124,141179,32.5,5.2,64.5,14.4,8.0,high,urban,1.41179,0.325,0.42248,Clear,28.0,True,False,False,False,warm,False,False,False,True,0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.154700538379251,2.0,0.3333333333333333,0.8164965809277241,2.0,0.16666666666666666,0.5773502691896253,2.0,0.08333333333333333,0.4082482904638634,2.0
2025-08-04 11:00:00,2.0,25.98,20.5,29.0,48.965,1.42,3.0,2.0,11,0,4,32,8,0,morning,1,0,1,0.258819045102521,-0.9659258262890682,0.0,1.0,21124,141179,32.5,5.2,64.5,14.4,8.0,high,urban,1.41179,0.325,0.42248,Clear,28.0,True,False,False,False,warm,False,False,False,True,0,,2.0,2.0,0.0,0.0,0.0,0.0,3.0,1.3333333333333333,1.154700538379251,2.0,0.6666666666666666,1.0327955589886433,2.0,0.3333333333333333,0.7784989441615227,2.0,0.16666666666666666,0.5646597025732801,2.0
2025-08-04 11:30:00,1.0,26.47,22.0,33.0,55.53,0.53,5.0,3.0,11,0,4,32,8,0,morning,1,0,1,0.258819045102521,-0.9659258262890682,0.0,1.0,21124,141179,32.5,5.2,64.5,14.4,8.0,high,urban,1.41179,0.325,0.42248,Clear,28.0,True,False,False,False,warm,False,False,False,True,0,,2.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0954451150103313,2.0,0.5,0.9045340337332907,2.0,0.25,0.6756639246921764,2.0
2025-08-04 12:00:00,5.0,78.42,18.0,31.4,55.96,6.56,4.6,8.0,12,0,4,32,8,0,lunch,1,0,1,1.2246467991473532e-16,-1.0,0.0,1.0,21124,141179,32.5,5.2,64.5,14.4,8.0,high,urban,1.41179,0.325,0.42248,Clear,28.0,True,False,False,False,warm,False,False,False,True,0,,1.0,2.0,2.0,0.0,0.0,0.0,5.0,1.6666666666666667,0.5773502691896248,2.0,1.1666666666666667,0.9831920802501741,2.0,0.5833333333333334,0.9003366373785199,2.0,0.2916666666666667,0.6902530516863501,2.0
